.00000000E+00 .13088500E+02 .11262200E+02 .36678000E+01
.75370370E+04 .13088488E+02 .11262191E+02 .36677938E+01
.15074074E+05 .13088451E+02 .11262164E+02 .36677751E+01
.22611111E+05 .13088389E+02 .11262120E+02 .36677440E+01
.30148148E+05 .13088302E+02 .11262057E+02 .36677004E+01
.37685185E+05 .13088191E+02 .11261977E+02 .36676444E+01
.45222222E+05 .13088055E+02 .11261879E+02 .36675759E+01
.52759259E+05 .13087894E+02 .11261764E+02 .36674950E+01
.60296296E+05 .13087708E+02 .11261630E+02 .36674016E+01
.67833333E+05 .13087498E+02 .11261479E+02 .36672958E+01
.75370370E+05 .13087263E+02 .11261309E+02 .36671776E+01
.82907407E+05 .13087003E+02 .11261122E+02 .36670468E+01
.90444444E+05 .13086719E+02 .11260917E+02 .36669037E+01
.97981481E+05 .13086410E+02 .11260695E+02 .36667481E+01
.10551852E+06 .13086076E+02 .11260454E+02 .36665800E+01
.11305556E+06 .13085717E+02 .11260196E+02 .36663995E+01
.12059259E+06 .13085333E+02 .11259920E+02 .36662065E+01
.12812963E+06 .13084925E+02 .11259626E+02 .36660011E+01
.13566667E+06 .13084492E+02 .11259314E+02 .36657833E+01
.14320370E+06 .13084035E+02 .11258985E+02 .36655530E+01
.15074074E+06 .13083552E+02 .11258637E+02 .36653102E+01
.15827778E+06 .13083045E+02 .11258272E+02 .36650550E+01
.16581481E+06 .13082513E+02 .11257889E+02 .36647874E+01
.17335185E+06 .13081957E+02 .11257488E+02 .36645073E+01
.18088889E+06 .13081375E+02 .11257070E+02 .36642147E+01
.18842593E+06 .13080769E+02 .11256633E+02 .36639097E+01
.19596296E+06 .13080138E+02 .11256179E+02 .36635923E+01
.20350000E+06 .13079483E+02 .11255707E+02 .36632624E+01
.21103704E+06 .13078802E+02 .11255217E+02 .36629200E+01
.21857407E+06 .13078097E+02 .11254709E+02 .36625652E+01
.22611111E+06 .13077368E+02 .11254184E+02 .36621980E+01
.23364815E+06 .13076613E+02 .11253641E+02 .36618183E+01
.24118519E+06 .13075834E+02 .11253080E+02 .36614261E+01
.24872222E+06 .13075030E+02 .11252501E+02 .36610216E+01
.25625926E+06 .13074201E+02 .11251904E+02 .36606045E+01
.26379630E+06 .13073348E+02 .11251289E+02 .36601750E+01
.27133333E+06 .13072469E+02 .11250657E+02 .36597331E+01
.27887037E+06 .13071566E+02 .11250007E+02 .36592787E+01
.28640741E+06 .13070639E+02 .11249339E+02 .36588119E+01
.29394444E+06 .13069686E+02 .11248653E+02 .36583326E+01
.30148148E+06 .13068709E+02 .11247949E+02 .36578409E+01
.30901852E+06 .13067707E+02 .11247228E+02 .36573367E+01
.31655556E+06 .13066681E+02 .11246489E+02 .36568200E+01
.32409259E+06 .13065629E+02 .11245732E+02 .36562910E+01
.33162963E+06 .13064553E+02 .11244957E+02 .36557494E+01
.33916667E+06 .13063452E+02 .11244164E+02 .36551955E+01
.34670370E+06 .13062327E+02 .11243353E+02 .36546290E+01
.35424074E+06 .13061176E+02 .11242525E+02 .36540502E+01
.36177778E+06 .13060001E+02 .11241679E+02 .36534588E+01
.36931481E+06 .13058801E+02 .11240815E+02 .36528551E+01
.37685185E+06 .13057577E+02 .11239933E+02 .36522388E+01
.38438889E+06 .13056327E+02 .11239034E+02 .36516102E+01
.39192593E+06 .13055053E+02 .11238116E+02 .36509690E+01
.39946296E+06 .13053755E+02 .11237181E+02 .36503155E+01
.40700000E+06 .13052431E+02 .11236228E+02 .36496495E+01
.41453704E+06 .13051083E+02 .11235257E+02 .36489710E+01
.42207407E+06 .13049710E+02 .11234269E+02 .36482801E+01
.42961111E+06 .13048312E+02 .11233262E+02 .36475767E+01
.43714815E+06 .13046890E+02 .11232238E+02 .36468609E+01
.44468519E+06 .13045442E+02 .11231196E+02 .36461326E+01
.45222222E+06 .13043971E+02 .11230136E+02 .36453919E+01
.45975926E+06 .13042474E+02 .11229058E+02 .36446388E+01
.46729630E+06 .13040952E+02 .11227963E+02 .36438732E+01
.47483333E+06 .13039406E+02 .11226849E+02 .36430951E+01
.48237037E+06 .13037835E+02 .11225718E+02 .36423046E+01
.48990741E+06 .13036240E+02 .11224569E+02 .36415016E+01
.49744444E+06 .13034619E+02 .11223402E+02 .36406862E+01
.50498148E+06 .13032974E+02 .11222218E+02 .36398584E+01
.51251852E+06 .13031304E+02 .11221015E+02 .36390181E+01
.52005556E+06 .13029610E+02 .11219795E+02 .36381653E+01
.52759259E+06 .13027890E+02 .11218557E+02 .36373001E+01
.53512963E+06 .13026146E+02 .11217301E+02 .36364225E+01
.54266667E+06 .13024378E+02 .11216028E+02 .36355324E+01
.55020370E+06 .13022584E+02 .11214736E+02 .36346298E+01
.55774074E+06 .13020766E+02 .11213427E+02 .36337148E+01
.56527778E+06 .13018923E+02 .11212100E+02 .36327874E+01
.57281481E+06 .13017055E+02 .11210755E+02 .36318475E+01
.58035185E+06 .13015162E+02 .11209392E+02 .36308951E+01
.58788889E+06 .13013245E+02 .11208012E+02 .36299304E+01
.59542593E+06 .13011303E+02 .11206613E+02 .36289531E+01
.60296296E+06 .13009337E+02 .11205197E+02 .36279634E+01
.61050000E+06 .13007345E+02 .11203763E+02 .36269613E+01
.61803704E+06 .13005329E+02 .11202311E+02 .36259467E+01
.62557407E+06 .13003288E+02 .11200842E+02 .36249197E+01
.63311111E+06 .13001222E+02 .11199354E+02 .36238802E+01
.64064815E+06 .12999132E+02 .11197849E+02 .36228282E+01
.64818519E+06 .12997017E+02 .11196326E+02 .36217639E+01
.65572222E+06 .12994877E+02 .11194785E+02 .36206870E+01
.66325926E+06 .12992712E+02 .11193227E+02 .36195977E+01
.67079630E+06 .12990523E+02 .11191650E+02 .36184960E+01
.67833333E+06 .12988309E+02 .11190056E+02 .36173818E+01
.68587037E+06 .12986070E+02 .11188444E+02 .36162552E+01
.69340741E+06 .12983806E+02 .11186814E+02 .36151161E+01
.70094444E+06 .12981518E+02 .11185166E+02 .36139646E+01
.70848148E+06 .12979205E+02 .11183501E+02 .36128006E+01
.71601852E+06 .12976867E+02 .11181817E+02 .36116242E+01
.72355556E+06 .12974505E+02 .11180116E+02 .36104353E+01
.73109259E+06 .12972117E+02 .11178397E+02 .36092340E+01
.73862963E+06 .12969705E+02 .11176660E+02 .36080202E+01
.74616667E+06 .12967269E+02 .11174906E+02 .36067940E+01
.75370370E+06 .12964807E+02 .11173133E+02 .36055553E+01
.76124074E+06 .12962321E+02 .11171343E+02 .36043042E+01
.76877778E+06 .12959810E+02 .11169535E+02 .36030407E+01
.77631481E+06 .12957274E+02 .11167709E+02 .36017646E+01
.78385185E+06 .12954714E+02 .11165865E+02 .36004762E+01
.79138889E+06 .12952129E+02 .11164004E+02 .35991753E+01
.79892593E+06 .12949519E+02 .11162124E+02 .35978619E+01
.80646296E+06 .12946884E+02 .11160227E+02 .35965361E+01
.81400000E+06 .12944225E+02 .11158312E+02 .35951978E+01
.82153704E+06 .12941540E+02 .11156380E+02 .35938471E+01
.82907407E+06 .12938832E+02 .11154429E+02 .35924840E+01
.83661111E+06 .12936098E+02 .11152461E+02 .35911084E+01
.84414815E+06 .12933340E+02 .11150475E+02 .35897203E+01
.85168519E+06 .12930556E+02 .11148470E+02 .35883198E+01
.85922222E+06 .12927749E+02 .11146449E+02 .35869068E+01
.86675926E+06 .12924916E+02 .11144409E+02 .35854814E+01
.87429630E+06 .12922059E+02 .11142352E+02 .35840436E+01
.88183333E+06 .12919177E+02 .11140276E+02 .35825933E+01
.88937037E+06 .12916270E+02 .11138183E+02 .35811305E+01
.89690741E+06 .12913338E+02 .11136072E+02 .35796553E+01
.90444444E+06 .12910382E+02 .11133944E+02 .35781677E+01
.91198148E+06 .12907401E+02 .11131797E+02 .35766676E+01
.91951852E+06 .12904395E+02 .11129633E+02 .35751551E+01
.92705556E+06 .12901365E+02 .11127451E+02 .35736301E+01
.93459259E+06 .12898310E+02 .11125251E+02 .35720926E+01
.94212963E+06 .12895230E+02 .11123033E+02 .35705427E+01
.94966667E+06 .12892125E+02 .11120797E+02 .35689804E+01
.95720370E+06 .12888996E+02 .11118544E+02 .35674056E+01
.96474074E+06 .12885841E+02 .11116273E+02 .35658184E+01
.97227778E+06 .12882663E+02 .11113984E+02 .35642187E+01
.97981481E+06 .12879459E+02 .11111677E+02 .35626065E+01
.98735185E+06 .12876231E+02 .11109352E+02 .35609820E+01
.99488889E+06 .12872977E+02 .11107010E+02 .35593449E+01
.10024259E+07 .12869700E+02 .11104650E+02 .35576954E+01
.10099630E+07 .12866397E+02 .11102272E+02 .35560335E+01
.10175000E+07 .12863070E+02 .11099876E+02 .35543591E+01
.10250370E+07 .12859717E+02 .11097462E+02 .35526723E+01
.10325741E+07 .12856341E+02 .11095030E+02 .35509730E+01
.10401111E+07 .12852939E+02 .11092581E+02 .35492613E+01
.10476481E+07 .12849513E+02 .11090114E+02 .35475371E+01
.10551852E+07 .12846062E+02 .11087629E+02 .35458005E+01
.10627222E+07 .12842586E+02 .11085126E+02 .35440514E+01
.10702593E+07 .12839086E+02 .11082606E+02 .35422899E+01
.10777963E+07 .12835560E+02 .11080067E+02 .35405159E+01
.10853333E+07 .12832010E+02 .11077511E+02 .35387295E+01
.10928704E+07 .12828436E+02 .11074937E+02 .35369306E+01
.11004074E+07 .12824836E+02 .11072345E+02 .35351193E+01
.11079444E+07 .12821212E+02 .11069735E+02 .35332955E+01
.11154815E+07 .12817563E+02 .11067108E+02 .35314593E+01
.11230185E+07 .12813889E+02 .11064463E+02 .35296106E+01
.11305556E+07 .12810191E+02 .11061800E+02 .35277495E+01
.11380926E+07 .12806468E+02 .11059119E+02 .35258760E+01
.11456296E+07 .12802720E+02 .11056420E+02 .35239900E+01
.11531667E+07 .12798947E+02 .11053703E+02 .35220915E+01
.11607037E+07 .12795150E+02 .11050969E+02 .35201806E+01
.11682407E+07 .12791328E+02 .11048217E+02 .35182572E+01
.11757778E+07 .12787481E+02 .11045447E+02 .35163214E+01
.11833148E+07 .12783609E+02 .11042659E+02 .35143732E+01
.11908519E+07 .12779713E+02 .11039853E+02 .35124124E+01
.11983889E+07 .12775792E+02 .11037030E+02 .35104393E+01
.12059259E+07 .12771846E+02 .11034189E+02 .35084537E+01
.12134630E+07 .12767875E+02 .11031330E+02 .35064556E+01
.12209988E+07 .12763881E+02 .11028453E+02 .35044455E+01
.12210012E+07 .12166588E+02 .10356005E+02 .00000000E+00
.12352075E+07 .12159264E+02 .10347759E+02 .00000000E+00
.12494151E+07 .12151872E+02 .10339482E+02 .00000000E+00
.12636226E+07 .12144411E+02 .10331173E+02 .00000000E+00
.12778302E+07 .12136881E+02 .10322832E+02 .00000000E+00
.12920377E+07 .12129281E+02 .10314457E+02 .00000000E+00
.13062453E+07 .12121612E+02 .10306048E+02 .00000000E+00
.13204528E+07 .12113873E+02 .10297604E+02 .00000000E+00
.13346604E+07 .12106064E+02 .10289123E+02 .00000000E+00
.13488679E+07 .12098184E+02 .10280605E+02 .00000000E+00
.13630755E+07 .12090232E+02 .10272050E+02 .00000000E+00
.13772830E+07 .12082209E+02 .10263455E+02 .00000000E+00
.13914906E+07 .12074114E+02 .10254821E+02 .00000000E+00
.14056981E+07 .12065947E+02 .10246146E+02 .00000000E+00
.14199057E+07 .12057708E+02 .10237429E+02 .00000000E+00
.14341132E+07 .12049395E+02 .10228670E+02 .00000000E+00
.14483208E+07 .12041009E+02 .10219867E+02 .00000000E+00
.14625283E+07 .12032549E+02 .10211020E+02 .00000000E+00
.14767358E+07 .12024015E+02 .10202128E+02 .00000000E+00
.14909434E+07 .12015407E+02 .10193190E+02 .00000000E+00
.15051509E+07 .12006724E+02 .10184205E+02 .00000000E+00
.15193585E+07 .11997965E+02 .10175172E+02 .00000000E+00
.15335660E+07 .11989131E+02 .10166090E+02 .00000000E+00
.15477736E+07 .11980222E+02 .10156958E+02 .00000000E+00
.15619811E+07 .11971235E+02 .10147776E+02 .00000000E+00
